Case #1: 153
6 20 115149
6 21 134936
6 22 97044
6 23 145467
7 8 211984
7 9 167382
7 10 260903
7 11 132025
7 12 199260
7 13 161408
7 14 101323
7 15 139716
7 16 158708
7 17 137273
7 18 135744
7 19 109980
7 20 203139
7 21 46946
7 22 92413
7 23 198365
8 9 161269
8 10 245927
8 11 130660
8 12 164241
8 13 102628
8 14 110661
8 15 133603
8 16 143732
8 17 78493
8 18 145082
8 19 119318
8 20 168120
8 21 168820
8 22 119571
8 23 169694
9 10 310980
9 11 168625
9 12 116945
9 13 106911
9 14 167526
9 15 80236
9 16 208785
9 17 82776
9 18 201947
9 19 176183
9 20 120824
9 21 173103
9 22 176436
9 23 173977
10 11 244548
10 12 315129
10 13 327213
10 14 231160
10 15 287242
10 16 102195
10 17 304284
10 18 248267
10 19 222503
10 20 319008
10 21 213957
10 22 222756
10 23 328708
11 12 114671
11 13 144069
11 14 30702
11 15 88389
11 16 264311
11 17 143499
11 18 47809
11 19 22045
11 20 118550
11 21 174333
11 22 39612
11 23 145564
12 13 138789
12 14 101283
12 15 59544
12 16 285167
12 17 114654
12 18 118390
12 19 92626
12 20 3879
12 21 185160
12 22 110193
12 23 205855
13 14 113367
13 15 79245
13 16 226224
13 17 24135
13 18 147788
13 19 122024
13 20 142668
13 21 114462
13 22 104457
13 23 67066
14 15 95500
14 16 233609
14 17 137502
14 18 34421
14 19 8657
14 20 105162
14 21 148269
14 22 8910
14 23 114862
15 16 225623
15 17 55110
15 18 129921
15 19 104157
15 20 63423
15 21 145437
15 22 104410
15 23 146311
16 17 202089
16 18 268030
16 19 242266
16 20 289046
16 21 111762
16 22 242519
16 23 293290
17 18 171923
17 19 146159
17 20 118533
17 21 90327
17 22 128592
17 23 91201
18 19 25764
18 20 122269
18 21 178052
18 22 43331
18 23 149283
19 20 96505
19 21 152288
19 22 17567
19 23 123519
20 21 189039
20 22 114072
20 23 209734
21 22 139359
21 23 181528
22 23 105952
Case #247: 105
1 2 155344
1 3 255360
1 4 187881
1 5 229079
1 6 210962
1 7 280197
1 8 191028
1 9 251234
1 10 216038
1 11 161244
1 12 285740
1 13 220871
1 14 7377
1 15 56451
2 3 211252
2 4 289940
2 5 378360
2 6 55618
2 7 352007
2 8 35684
2 9 108727
2 10 261783
2 11 316588
2 12 331485
2 13 266616
2 14 162721
2 15 211795
3 4 353522
3 5 167108
3 6 155634
3 7 276185
3 8 246936
3 9 307142
3 10 325365
3 11 412053
3 12 255663
3 13 320532
3 14 262737
3 15 311811
4 5 186414
4 6 338833
4 7 118381
4 8 263922
4 9 190879
4 10 37823
4 11 160918
4 12 97859
4 13 32990
4 14 195258
4 15 244332
5 6 322742
5 7 109077
5 8 384356
5 9 311313
5 10 158257
5 11 347332
5 12 227959
5 13 163090
5 14 236456
5 15 285530
6 7 365169
6 8 91302
6 9 151508
6 10 301010
6 11 260970
6 12 370712
6 13 305843
6 14 218339
6 15 267413
7 8 382303
7 9 243280
7 10 156204
7 11 279299
7 12 216240
7 13 151371
7 14 272820
7 15 321894
8 9 144411
8 10 226099
8 11 352272
8 12 295801
8 13 230932
8 14 183651
8 15 232725
9 10 153056
9 11 350874
9 12 222758
9 13 157889
9 14 258611
9 15 307685
10 11 197818
10 12 69702
10 13 4833
10 14 208661
10 15 257735
11 12 156390
11 13 192985
11 14 168621
11 15 217695
12 13 74535
12 14 278363
12 15 244268
13 14 213494
13 15 262568
14 15 49074
Case #248: 5
3 19 699224
5 6 768302
7 18 841406
7 20 959095
18 20 117689
Case #249: 45
1 2 495123
1 3 494627
1 4 294213
1 5 347492
1 6 447274
1 7 789000
1 8 776095
1 9 457827
1 10 646031
2 3 344791
2 4 200910
2 5 254189
2 6 247413
2 7 727825
2 8 682792
2 9 255716
2 10 446170
3 4 252689
3 5 199410
3 6 299192
3 7 383034
3 8 521242
3 9 89075
3 10 497949
4 5 53279
4 6 153061
4 7 620090
4 8 481882
4 9 163614
4 10 572488
5 6 99782
5 7 582444
5 8 535161
5 9 110335
5 10 519209
6 7 498612
6 8 634943
6 9 210117
6 10 618991
7 8 138208
7 9 472109
7 10 697369
8 9 610317
8 10 833700
9 10 408874
Case #250: 666
1 2 183050
1 3 98070
1 4 43774
1 5 104169
1 6 95662
1 7 53952
1 8 137697
1 9 253744
1 10 81169
1 11 122484
1 12 208296
1 13 155511
1 14 153033
1 15 165681
1 16 105937
1 17 146362
1 18 85949
1 19 178258
1 20 184638
1 21 112925
1 22 102839
1 23 191515
1 24 144747
1 25 98917
1 26 230567
1 27 74541
1 28 94049
1 29 79916
1 30 35468
1 31 99383
1 32 207044
1 33 138421
1 34 102158
1 35 35245
1 36 139940
1 37 28880
2 3 158739
2 4 203758
2 5 128393
2 6 87388
2 7 209911
2 8 133006
2 9 258523
2 10 151393
2 11 305534
2 12 200022
2 13 147237
2 14 201933
2 15 113357
2 16 172767
2 17 141671
2 18 177914
2 19 85605
2 20 180588
2 21 90880
2 22 176414
2 23 266661
2 24 258132
2 25 212302
2 26 271881
2 27 158021
2 28 196273
2 29 190787
2 30 168783
2 31 211836
2 32 51403
2 33 190362
2 34 194123
2 35 168560
2 36 140103
2 37 154170
3 4 141844
3 5 112356
3 6 71351
3 7 142275
3 8 137237
3 9 262754
3 10 113534
3 11 220554
3 12 129753
3 13 131200
3 14 216312
3 15 192815
3 16 119930
3 17 145902
3 18 147623
3 19 161148
3 20 184819
3 21 139833
3 22 107299
3 23 181681
3 24 233070
3 25 187240
3 26 208186
3 27 120162
3 28 134359
3 29 107050
3 30 62602
3 31 187706
3 32 131054
3 33 40351
3 34 131414
3 35 62825
3 36 158098
3 37 126950
4 5 75365
4 6 116370
4 7 97726
4 8 181471
4 9 239758
4 10 52365
4 11 135950
4 12 191327
4 13 176219
4 14 185038
4 15 209455
4 16 99922
4 17 190136
4 18 129723
4 19 165634
4 20 228412
4 21 156699
4 22 112553
4 23 235289
4 24 164311
4 25 142691
4 26 220507
4 27 45737
4 28 137823
4 29 123690
4 30 79242
4 31 143157
4 32 178240
4 33 182195
4 34 120874
4 35 79019
4 36 111136
4 37 72654
5 6 41005
5 7 148193
5 8 176161
5 9 300153
5 10 91931
5 11 211315
5 12 153639
5 13 100854
5 14 155550
5 15 204145
5 16 44374
5 17 184826
5 18 130452
5 19 130802
5 20 216229
5 21 151835
5 22 57005
5 23 187780
5 24 194335
5 25 148505
5 26 204398
5 27 29628
5 28 67880
5 29 118380
5 30 73932
5 31 148971
5 32 165004
5 33 152707
5 34 114243
5 35 74155
5 36 95027
5 37 107787
6 7 149614
6 8 208588
6 9 291646
6 10 132936
6 11 218146
6 12 112634
6 13 59849
6 14 196555
6 15 185953
6 16 85379
6 17 217253
6 18 159078
6 19 89797
6 20 256170
6 21 178268
6 22 98010
6 23 179273
6 24 170744
6 25 124914
6 26 184493
6 27 70633
6 28 108885
6 29 159385
6 30 114937
6 31 124448
6 32 123999
6 33 111702
6 34 155248
6 35 115160
6 36 136032
6 37 66782
7 8 134899
7 9 249936
7 10 135121
7 11 176436
7 12 185640
7 13 209463
7 14 99081
7 15 166731
7 16 129081
7 17 143564
7 18 31997
7 19 124306
7 20 182481
7 21 166877
7 22 116450
7 23 137563
7 24 90795
7 25 44965
7 26 284519
7 27 128493
7 28 148001
7 29 133868
7 30 89420
7 31 45431
7 32 158508
7 33 182626
7 34 48206
7 35 89197
7 36 104328
7 37 82832
8 9 125517
8 10 153161
8 11 227591
8 12 230194
8 13 268437
8 14 233980
8 15 144374
8 16 170327
8 17 8665
8 18 166896
8 19 218611
8 20 226518
8 21 42126
8 22 182958
8 23 188718
8 24 135764
8 25 89934
8 26 286424
8 27 159789
8 28 173986
8 29 57781
8 30 102229
8 31 89468
8 32 184409
8 33 141608
8 34 183105
8 35 102452
8 36 225188
8 37 166577
9 10 277153
9 11 151246
9 12 338381
9 13 328555
9 14 349017
9 15 252561
9 16 295844
9 17 116852
9 18 281933
9 19 344128
9 20 155769
9 21 167643
9 22 298823
9 23 112373
9 24 261281
9 25 215451
9 26 210079
9 27 270525
9 28 232273
9 29 183298
9 30 227746
9 31 214985
9 32 309926
9 33 267125
9 34 273587
9 35 227969
9 36 329709
9 37 224864
10 11 188315
10 12 176639
10 13 123854
10 14 156728
10 15 181145
10 16 47557
10 17 161826
10 18 107452
10 19 126525
10 20 193229
10 21 128835
10 22 60188
10 23 237105
10 24 216676
10 25 180086
10 26 248498
10 27 98102
10 28 122689
10 29 95380
10 30 50932
10 31 180552
10 32 160727
10 33 153885
10 34 123661
10 35 51155
10 36 72027
10 37 110049
11 12 289438
11 13 261223
11 14 263748
11 15 276801
11 16 222616
11 17 236256
11 18 208433
11 19 276187
11 20 291784
11 21 235409
11 22 209985
11 23 263619
11 24 267231
11 25 221401
11 26 136579
11 27 181687
11 28 143435
11 29 202400
11 30 157952
11 31 221867
11 32 310389
11 33 260905
11 34 200087
11 35 157729
11 36 247086
11 37 151364
12 13 52785
12 14 86559
12 15 188963
12 16 198013
12 17 221529
12 18 217637
12 19 185190
12 20 182612
12 21 269586
12 22 210644
12 23 250565
12 24 261042
12 25 230605
12 26 177429
12 27 183267
12 28 221519
12 29 189728
12 30 192355
12 31 231071
12 32 219392
12 33 170104
12 34 233846
12 35 192578
12 36 199381
12 37 179416
13 14 139344
13 15 241748
13 16 145228
13 17 274314
13 18 218927
13 19 149646
13 20 235397
13 21 238117
13 22 157859
13 23 222350
13 24 230593
13 25 184763
13 26 124644
13 27 130482
13 28 168734
13 29 210656
13 30 174786
13 31 184297
13 32 166607
13 33 171551
13 34 202718
13 35 175009
13 36 146596
13 37 126631
14 15 102404
14 16 163124
14 17 238113
14 18 131078
14 19 223387
14 20 199196
14 21 265958
14 22 150493
14 23 236644
14 24 189876
14 25 144046
14 26 263988
14 27 163356
14 28 217043
14 29 232949
14 30 188501
14 31 144512
14 32 253336
14 33 256663
14 34 147287
14 35 188278
14 36 203409
14 37 170144
15 16 201128
15 17 135709
15 18 198728
15 19 198962
15 20 96792
15 21 186500
15 22 201563
15 23 237928
15 24 168528
15 25 121766
15 26 335634
15 27 187773
15 28 201970
15 29 174661
15 30 130213
15 31 122232
15 32 164760
15 33 233166
15 34 214937
15 35 130436
15 36 253172
15 37 194561
16 17 178992
16 18 141753
16 19 160826
16 20 220726
16 21 148372
16 22 12631
16 23 189548
16 24 195546
16 25 148784
16 26 215699
16 27 74002
16 28 79181
16 29 112546
16 30 70915
16 31 149250
16 32 152240
16 33 135019
16 34 125544
16 35 70692
16 36 106328
16 37 134817
17 18 175561
17 19 227276
17 20 232501
17 21 50791
17 22 191623
17 23 180053
17 24 144429
17 25 98599
17 26 295089
17 27 168454
17 28 182651
17 29 66446
17 30 110894
17 31 98133
17 32 193074
17 33 150273
17 34 191770
17 35 111117
17 36 233853
17 37 175242
18 19 92309
18 20 214478
18 21 198874
18 22 129122
18 23 169560
18 24 122792
18 25 76962
18 26 254905
18 27 100824
18 28 122238
18 29 165865
18 30 121417
18 31 77428
18 32 126511
18 33 187974
18 34 16209
18 35 121194
18 36 72331
18 37 114829
19 20 192948
19 21 176485
19 22 148195
19 23 261869
19 24 215101
19 25 169271
19 26 257049
19 27 119897
19 28 198682
19 29 221905
19 30 177457
19 31 169737
19 32 34202
19 33 201499
19 34 108518
19 35 177680
19 36 122902
19 37 156579
20 21 227714
20 22 214899
20 23 268142
20 24 183346
20 25 137516
20 26 238842
20 27 186601
20 28 148349
20 29 194259
20 30 149811
20 31 137050
20 32 227150
20 33 189190
20 34 230687
20 35 150034
20 36 247446
20 37 213518
21 22 161003
21 23 196536
21 24 177890
21 25 132060
21 26 267317
21 27 135463
21 28 149214
21 29 99907
21 30 77903
21 31 131594
21 32 142283
21 33 99482
21 34 215083
21 35 77680
21 36 200862
21 37 141805
22 23 186450
22 24 193937
22 25 148107
22 26 203068
22 27 86633
22 28 66550
22 29 125177
22 30 83546
22 31 147641
22 32 139609
22 33 147650
22 34 112913
22 35 83323
22 36 93697
22 37 131719
23 24 228358
23 25 182528
23 26 322452
23 27 217408
23 28 253000
23 29 163527
23 30 207975
23 31 182994
23 32 296071
23 33 222032
23 34 185769
23 35 208198
23 36 217336
23 37 220395
24 25 46762
24 26 293344
24 27 165639
24 28 156826
24 29 193545
24 30 180215
24 31 46296
24 32 206739
24 33 273421
24 34 139001
24 35 179992
24 36 195123
24 37 173627
25 26 271724
25 27 118877
25 28 136138
25 29 147715
25 30 134385
25 31 466
25 32 160909
25 33 227591
25 34 93171
25 35 134162
25 36 149293
25 37 127797
26 27 174770
26 28 136518
26 29 252723
26 30 208275
26 31 272190
26 32 291251
26 33 167835
26 34 238696
26 35 208052
26 36 240169
26 37 201687
27 28 97508
27 29 102008
27 30 57560
27 31 119343
27 32 154099
27 33 160513
27 34 84615
27 35 57783
27 36 65399
27 37 103421
28 29 116205
28 30 71757
28 31 135672
28 32 170755
28 33 174710
28 34 122867
28 35 71980
28 36 103651
28 37 65169
29 30 44448
29 31 147249
29 32 210510
29 33 119807
29 34 182074
29 35 44671
29 36 167407
29 37 108796
30 31 134851
30 32 192613
30 33 102953
30 34 137626
30 35 223
30 36 122959
30 37 64348
31 32 161375
31 33 228057
31 34 93637
31 35 134628
31 36 149759
31 37 128263
32 33 171405
32 34 142720
32 35 192390
32 36 88700
32 37 190781
33 34 171765
33 35 103176
33 36 198449
33 37 167301
34 35 137403
34 36 56122
34 37 131038
35 36 123182
35 37 64125
36 37 153529
Case #251: 70
2 9 751087
2 23 846255
2 31 914111
3 19 145551
3 20 943519
3 22 740776
3 37 663740
3 42 915638
4 31 823559
5 29 765611
6 31 882886
6 39 333109
6 46 420043
7 10 956554
9 36 494526
10 14 719379
11 17 460427
11 50 745249
12 35 665431
13 36 613831
13 42 636870
16 29 542724
16 30 807437
16 41 691597
16 43 16108
16 48 254229
16 49 943941
17 42 923639
18 20 731620
18 22 374805
18 37 451841
19 22 886327
19 37 809291
19 42 770087
20 22 356815
20 37 279779
20 38 528192
21 40 935488
22 34 866377
22 37 77036
22 38 885007
23 26 614899
24 32 624983
24 48 837829
25 30 675818
25 46 762105
25 48 775968
25 50 948844
27 29 702328
27 49 967262
28 35 947691
28 45 728821
29 30 575038
29 43 526616
29 45 955207
29 48 796953
30 33 451102
30 43 791329
31 46 462843
33 34 977479
33 36 736496
34 37 789341
36 45 658208
37 38 807971
38 45 599940
39 46 753152
41 43 675489
41 48 945826
43 48 270337
43 49 960049
Case #252: 1
1 2 5
Case #253: 104
1 14 721431
1 24 317074
1 28 705781
1 29 319968
1 34 688219
1 36 788479
3 9 770495
3 17 815836
3 32 870603
3 39 985619
3 45 446257
4 13 995158
4 19 770843
4 20 919950
4 25 552032
4 31 769455
4 42 818457
4 47 537716
5 8 636538
5 9 982973
5 12 936916
5 31 941931
5 32 311929
5 39 512655
5 40 956096
5 41 693346
5 42 687310
5 43 927494
5 45 658735
5 47 968051
6 37 881589
7 13 986020
7 42 809319
7 47 528578
8 10 374907
8 12 949596
8 30 468691
8 31 954611
8 32 324609
8 43 940174
8 45 748955
9 17 693817
9 18 795286
9 32 748584
9 39 863600
9 45 324238
10 30 244172
10 32 699516
11 39 502532
11 40 945973
12 32 624987
13 18 766330
13 24 983557
13 29 980663
13 34 612412
13 42 738183
13 47 457442
14 24 404357
14 28 787276
14 29 401463
14 34 769714
14 36 869974
15 17 619615
15 45 989194
16 20 959072
16 21 511245
17 32 793925
17 39 908941
17 45 369579
19 32 982239
19 35 757151
19 43 366674
20 21 447827
24 28 388707
24 29 2894
24 34 371145
24 36 471405
26 49 890831
27 33 321461
28 29 385813
28 34 754064
28 36 854324
29 34 368251
29 36 468511
30 32 793300
31 32 630002
31 37 542691
32 39 824584
32 42 999239
32 43 615565
32 45 424346
34 36 836762
35 43 390477
37 43 646326
38 42 893012
38 47 612271
39 40 443441
39 43 717953
39 45 539362
40 45 982803
41 44 451636
42 43 990946
42 47 280741
43 47 710205
Case #254: 946
1 2 159062
1 3 196825
1 4 120934
1 5 197250
1 6 189513
1 7 190659
1 8 117650
1 9 163883
1 10 195574
1 11 169066
1 12 188377
1 13 189935
1 14 171554
1 15 174256
1 16 128346
1 17 124054
1 18 208785
1 19 166249
1 20 114433
1 21 182571
1 22 152461
1 23 129652
1 24 170631
1 25 143879
1 26 137096
1 27 128719
1 28 157002
1 29 129670
1 30 147098
1 31 120803
1 32 254038
1 33 128900
1 34 59381
1 35 137668
1 36 174088
1 37 182745
1 38 126143
1 39 189089
1 40 113510
1 41 192282
1 42 223800
1 43 113177
1 44 204335
2 3 129533
2 4 38128
2 5 130624
2 6 122887
2 7 124033
2 8 51024
2 9 96591
2 10 172882
2 11 100594
2 12 150215
2 13 121463
2 14 113068
2 15 107630
2 16 59208
2 17 57428
2 18 142159
2 19 99623
2 20 45295
2 21 123523
2 22 136558
2 23 63026
2 24 102159
2 25 77253
2 26 70470
2 27 112816
2 28 89710
2 29 51586
2 30 79806
2 31 51665
2 32 238135
2 33 60428
2 34 99681
2 35 71042
2 36 107462
2 37 116119
2 38 80450
2 39 122463
2 40 46218
2 41 124990
2 42 243889
2 43 46551
2 44 137043
3 4 91405
3 5 128372
3 6 120635
3 7 161130
3 8 88121
3 9 133688
3 10 209979
3 11 139537
3 12 125846
3 13 160406
3 14 122339
3 15 144727
3 16 98151
3 17 94525
3 18 179256
3 19 136720
3 20 84238
3 21 160620
3 22 173655
3 23 100123
3 24 141102
3 25 114350
3 26 107567
3 27 149913
3 28 126807
3 29 90529
3 30 49727
3 31 88762
3 32 275232
3 33 99371
3 34 137444
3 35 108139
3 36 136795
3 37 153216
3 38 117547
3 39 92720
3 40 83315
3 41 162087
3 42 214146
3 43 83648
3 44 112674
4 5 92496
4 6 84759
4 7 85905
4 8 12896
4 9 58463
4 10 134754
4 11 62466
4 12 112087
4 13 83335
4 14 74940
4 15 69502
4 16 21080
4 17 19300
4 18 104031
4 19 61495
4 20 7167
4 21 85395
4 22 98430
4 23 24898
4 24 64031
4 25 39125
4 26 32342
4 27 74688
4 28 51582
4 29 13458
4 30 41678
4 31 13537
4 32 200007
4 33 22300
4 34 61553
4 35 32914
4 36 69334
4 37 77991
4 38 42322
4 39 84335
4 40 8090
4 41 86862
4 42 205761
4 43 8423
4 44 98915
5 6 7737
5 7 152609
5 8 79600
5 9 128018
5 10 201458
5 11 140628
5 12 184165
5 13 161497
5 14 122764
5 15 115675
5 16 99242
5 17 86004
5 18 170735
5 19 137811
5 20 85329
5 21 147042
5 22 165134
5 23 91602
5 24 142193
5 25 105829
5 26 107992
5 27 141392
5 28 127898
5 29 91620
5 30 78645
5 31 80241
5 32 266711
5 33 100462
5 34 137869
5 35 108564
5 36 144984
5 37 144695
5 38 109026
5 39 151039
5 40 84406
5 41 163178
5 42 273747
5 43 84073
5 44 98509
6 7 144872
6 8 81475
6 9 127042
6 10 193721
6 11 132891
6 12 177710
6 13 153760
6 14 115027
6 15 123412
6 16 91505
6 17 78267
6 18 162998
6 19 130074
6 20 77592
6 21 139305
6 22 157397
6 23 83865
6 24 134456
6 25 98092
6 26 100921
6 27 133655
6 28 120161
6 29 85165
6 30 70908
6 31 72504
6 32 258974
6 33 92725
6 34 130798
6 35 101493
6 36 137913
6 37 136958
6 38 101289
6 39 144584
6 40 76669
6 41 155441
6 42 266010
6 43 77002
6 44 106246
7 8 73009
7 9 127522
7 10 193585
7 11 134037
7 12 172733
7 13 154906
7 14 146511
7 15 128333
7 16 92651
7 17 78131
7 18 164144
7 19 120326
7 20 78738
7 21 144226
7 22 157261
7 23 83729
7 24 135602
7 25 46780
7 26 101401
7 27 133519
7 28 121307
7 29 85029
7 30 111403
7 31 83894
7 32 258838
7 33 93871
7 34 131278
7 35 101973
7 36 138393
7 37 85646
7 38 101153
7 39 139607
7 40 77815
7 41 156587
7 42 261033
7 43 77482
7 44 159561
8 9 55179
8 10 121858
8 11 61028
8 12 104565
8 13 81897
8 14 73502
8 15 56606
8 16 19642
8 17 6404
8 18 91135
8 19 58211
8 20 5729
8 21 82111
8 22 85534
8 23 20948
8 24 62593
8 25 26229
8 26 28392
8 27 70738
8 28 48298
8 29 12020
8 30 38394
8 31 12099
8 32 187111
8 33 20862
8 34 58269
8 35 28964
8 36 65384
8 37 65095
8 38 29426
8 39 71439
8 40 4806
8 41 83578
8 42 201811
8 43 4473
8 44 95631
9 10 157422
9 11 106595
9 12 154370
9 13 127464
9 14 119069
9 15 111785
9 16 65209
9 17 60917
9 18 145648
9 19 62527
9 20 51296
9 21 86427
9 22 114309
9 23 66515
9 24 108160
9 25 81408
9 26 63338
9 27 116305
9 28 93865
9 29 67199
9 30 83961
9 31 57666
9 32 215886
9 33 66429
9 34 104502
9 35 63910
9 36 111617
9 37 120274
9 38 83939
9 39 126618
9 40 50373
9 41 129145
9 42 181832
9 43 50706
9 44 40452
10 11 182886
10 12 130142
10 13 203755
10 14 144632
10 15 178464
10 16 141500
10 17 115454
10 18 212993
10 19 180069
10 20 127587
10 21 193075
10 22 205756
10 23 132224
10 24 184451
10 25 148087
10 26 150250
10 27 182014
10 28 170156
10 29 133878
10 30 160252
10 31 121217
10 32 192174
10 33 142720
10 34 165983
10 35 150822
10 36 187242
10 37 185671
10 38 149648
10 39 136924
10 40 126664
10 41 205436
10 42 314723
10 43 126331
10 44 116970
11 12 155948
11 13 131467
11 14 95246
11 15 117634
11 16 69212
11 17 67432
11 18 152163
11 19 109627
11 20 55299
11 21 133527
11 22 146562
11 23 73030
11 24 112163
11 25 87257
11 26 80474
11 27 122820
11 28 100380
11 29 61590
11 30 89810
11 31 61669
11 32 248139
11 33 40166
11 34 109685
11 35 81046
11 36 117466
11 37 126123
11 38 90454
11 39 132467
11 40 56222
11 41 134994
11 42 244364
11 43 56555
11 44 142776
12 13 181088
12 14 141276
12 15 133870
12 16 118833
12 17 110969
12 18 195700
12 19 116151
12 20 104920
12 21 124037
12 22 186609
12 23 113077
12 24 161784
12 25 125953
12 26 115556
12 27 162867
12 28 147489
12 29 116585
12 30 137585
12 31 105206
12 32 184977
12 33 115782
12 34 157460
12 35 114984
12 36 87784
12 37 87087
12 38 133991
12 39 33126
12 40 103997
12 41 182769
12 42 262474
12 43 103664
12 44 162396
13 14 131359
13 15 125256
13 16 77499
13 17 88301
13 18 173032
13 19 130496
13 20 78014
13 21 154396
13 22 167431
13 23 93899
13 24 36212
13 25 108126
13 26 101343
13 27 143689
13 28 120583
13 29 85121
13 30 110679
13 31 82538
13 32 269008
13 33 91301
13 34 131220
13 35 101915
13 36 138335
13 37 146992
13 38 111323
13 39 153336
13 40 77091
13 41 155863
13 42 274762
13 43 77424
13 44 167916
14 15 99770
14 16 53860
14 17 79605
14 18 164637
14 19 122101
14 20 67773
14 21 130642
14 22 159036
14 23 85504
14 24 96811
14 25 99731
14 26 63754
14 27 135294
14 28 82516
14 29 61482
14 30 102284
14 31 74143
14 32 203096
14 33 82906
14 34 112173
14 35 63182
14 36 99602
14 37 138597
14 38 45411
14 39 108150
14 40 68696
14 41 137482
14 42 229576
14 43 69029
14 44 127892
15 16 76248
15 17 63010
15 18 147741
15 19 109997
15 20 62335
15 21 109459
15 22 140504
15 23 66972
15 24 119199
15 25 81553
15 26 50995
15 27 116762
15 28 82814
15 29 68626
15 30 95000
15 31 68705
15 32 228871
15 33 77468
15 34 114875
15 35 51567
15 36 121990
15 37 46783
15 38 86032
15 39 128045
15 40 61412
15 41 140184
15 42 222170
15 43 61079
15 44 94972
16 17 26046
16 18 110777
16 19 68241
16 20 13913
16 21 92141
16 22 105176
16 23 31644
16 24 42951
16 25 45871
16 26 39088
16 27 81434
